Growth Temperature (°C),TDMAT Pressure (Torr),N2 Gas Flow (sccm),N2 Plasma RF Power (W),log10 Normalized XRD Intensity (Inorm = ITiN(002)/ISTO(002)d)
700.0,1.7,4.5,200.0,-3.969993674964255
700.0,1.7,4.5,300.0,-3.81385609961007
700.0,1.7,4.5,400.0,-3.894689080721607
700.0,1.7,4.5,500.0,-4.12027133993129
700.0,2.0,0.0,0.0,-6.674704171943565
700.0,2.0,0.0,100.0,-6.3672663103009866
700.0,2.0,0.0,200.0,-5.3358587576658
700.0,2.0,0.0,300.0,-5.303881052020782
700.0,2.0,0.0,400.0,-5.217253677069604
700.0,2.0,0.0,500.0,-4.772821367442558
700.0,2.0,0.5,0.0,-6.620012042228
700.0,2.0,0.5,100.0,-6.324139896911427
700.0,2.0,0.5,200.0,-5.287122607988149
700.0,2.0,0.5,300.0,-4.683433647970596
700.0,2.0,0.5,400.0,-4.6622364315749865
700.0,2.0,0.5,500.0,-4.736471792035642
700.0,2.0,1.0,0.0,-6.597433243826917
700.0,2.0,1.0,100.0,-5.869350258268004
700.0,2.0,1.0,200.0,-4.739660750653755
700.0,2.0,1.0,300.0,-4.651969962283558
700.0,2.0,1.0,400.0,-4.353435166406039
700.0,2.0,1.0,500.0,-4.291389416651387
700.0,2.0,1.5,0.0,-6.276053038642978
700.0,2.0,1.5,100.0,-5.85877450652548
700.0,2.0,1.5,200.0,-4.451817857182522
700.0,2.0,1.5,300.0,-4.182840600618497
700.0,2.0,1.5,400.0,-4.100185743379731
700.0,2.0,1.5,500.0,-4.217061130023373
700.0,2.0,2.0,0.0,-6.124053258993207
700.0,2.0,2.0,100.0,-5.591856254466628
700.0,2.0,2.0,200.0,-4.216099291128174
700.0,2.0,2.0,300.0,-4.101971689681095
700.0,2.0,2.0,400.0,-4.0549147216889985
700.0,2.0,2.0,500.0,-4.184324263023157
700.0,2.0,2.5,0.0,-6.061705715733236
700.0,2.0,2.5,100.0,-5.575284732099285
700.0,2.0,2.5,200.0,-4.178607620901047
700.0,2.0,2.5,300.0,-4.028664034970646
700.0,2.0,2.5,400.0,-4.022328322214411
700.0,2.0,2.5,500.0,-4.186050855144706
700.0,2.0,3.0,0.0,-6.0321216388675305
700.0,2.0,3.0,100.0,-5.472484427775598
700.0,2.0,3.0,200.0,-4.170943527823595
700.0,2.0,3.0,300.0,-4.031110274683742
700.0,2.0,3.0,400.0,-4.078147808778041
700.0,2.0,3.0,500.0,-4.195126545096411
700.0,2.0,3.5,0.0,-6.0302093325962165
700.0,2.0,3.5,100.0,-5.479817294018201
700.0,2.0,3.5,200.0,-4.203392301012519
700.0,2.0,3.5,300.0,-4.017706027199454
700.0,2.0,3.5,400.0,-3.895648088830603
700.0,2.0,3.5,500.0,-4.039044685634125
700.0,2.0,4.0,0.0,-6.071579300794078
700.0,2.0,4.0,100.0,-5.49290407347946
700.0,2.0,4.0,200.0,-3.9727455054330454
700.0,2.0,4.0,300.0,-3.812065628927181
700.0,2.0,4.0,400.0,-3.888774340379269
700.0,2.0,4.0,500.0,-4.044769780383836
700.0,2.0,4.5,0.0,-5.714311402373689
700.0,2.0,4.5,100.0,-5.148450209208258
700.0,2.0,4.5,200.0,-3.9702713463991524
700.0,2.0,4.5,300.0,-3.818970010687819
700.0,2.0,4.5,400.0,-3.8993165817232005
700.0,2.0,4.5,500.0,-4.175627750174231
700.0,2.3,0.0,0.0,-6.661656783545121
700.0,2.3,0.0,100.0,-6.375150281978134
700.0,2.3,0.0,200.0,-5.3358587576658
700.0,2.3,0.0,300.0,-5.253254762430457
700.0,2.3,0.0,400.0,-4.6622364315749865
700.0,2.3,0.0,500.0,-4.772821367442558
700.0,2.3,0.5,0.0,-6.620012042228
700.0,2.3,0.5,100.0,-6.342471108869915
700.0,2.3,0.5,200.0,-4.739660750653755
700.0,2.3,0.5,300.0,-4.683433647970596
700.0,2.3,0.5,400.0,-4.62509946055977
700.0,2.3,0.5,500.0,-4.469877498251248
700.0,2.3,1.0,0.0,-6.276053038642978
700.0,2.3,1.0,100.0,-5.93910846350314
700.0,2.3,1.0,200.0,-4.710603815055026
700.0,2.3,1.0,300.0,-4.371698074998894
700.0,2.3,1.0,400.0,-4.1623835028364224
700.0,2.3,1.0,500.0,-4.237064790067885
700.0,2.3,1.5,0.0,-6.268829792884518
700.0,2.3,1.5,100.0,-5.751896629397693
700.0,2.3,1.5,200.0,-4.272377308489631
700.0,2.3,1.5,300.0,-4.1223724810508875
700.0,2.3,1.5,400.0,-4.07640371809687
700.0,2.3,1.5,500.0,-4.197143842961109
700.0,2.3,2.0,0.0,-6.065976609637978
700.0,2.3,2.0,100.0,-5.6703238188611635
700.0,2.3,2.0,200.0,-4.19569849975838
700.0,2.3,2.0,300.0,-4.082423890109376
700.0,2.3,2.0,400.0,-4.043666851096653
700.0,2.3,2.0,500.0,-4.165389388917405
700.0,2.3,2.5,0.0,-6.056111592781695
700.0,2.3,2.5,100.0,-5.639390600467427
700.0,2.3,2.5,200.0,-4.165788040963095
700.0,2.3,2.5,300.0,-4.0747597970319225
700.0,2.3,2.5,400.0,-4.044561497787319
700.0,2.3,2.5,500.0,-4.221208875481034
700.0,2.3,3.0,0.0,-6.030276808664365
700.0,2.3,3.0,100.0,-5.5472492017456085
700.0,2.3,3.0,200.0,-4.168234280676192
700.0,2.3,3.0,300.0,-4.107208570220847
700.0,2.3,3.0,400.0,-4.052068547846538
700.0,2.3,3.0,500.0,-4.046196105520356
700.0,2.3,3.5,0.0,-6.035396213801467
700.0,2.3,3.5,100.0,-5.586592916589989
700.0,2.3,3.5,200.0,-4.171442042829215
700.0,2.3,3.5,300.0,-3.875969364586104
700.0,2.3,3.5,400.0,-3.8900683782899783
700.0,2.3,3.5,500.0,-4.039322357069022
700.0,2.3,4.0,0.0,-6.049730085032303
700.0,2.3,4.0,100.0,-5.2280779264000214
700.0,2.3,4.0,200.0,-3.969993674964255
700.0,2.3,4.0,300.0,-3.873495205552211
700.0,2.3,4.0,400.0,-3.894689080721607
700.0,2.3,4.0,500.0,-4.0481246969641935
700.0,2.3,4.5,0.0,-5.706049065003763
700.0,2.3,4.5,100.0,-5.220093260464996
700.0,2.3,4.5,200.0,-3.9768980567248926
700.0,2.3,4.5,300.0,-3.886499845205645
700.0,2.3,4.5,400.0,-3.98162822107866
700.0,2.3,4.5,500.0,-4.147076466327474
700.0,2.6,0.0,0.0,-6.620012042228
700.0,2.6,0.0,100.0,-6.620012042228
700.0,2.6,0.0,200.0,-5.314286793893038
700.0,2.6,0.0,300.0,-4.683433647970596
700.0,2.6,0.0,400.0,-4.6622364315749865
700.0,2.6,0.0,500.0,-4.736471792035642
700.0,2.6,0.5,0.0,-6.597433243826917
700.0,2.6,0.5,100.0,-5.93910846350314
700.0,2.6,0.5,200.0,-4.770210312125287
700.0,2.6,0.5,300.0,-4.651969962283558
700.0,2.6,0.5,400.0,-4.355006875751645
700.0,2.6,0.5,500.0,-4.291389416651387
700.0,2.6,1.0,0.0,-6.276053038642978
700.0,2.6,1.0,100.0,-5.93188521774468
700.0,2.6,1.0,200.0,-4.464269767709603
700.0,2.6,1.0,300.0,-4.181912550528329
700.0,2.6,1.0,400.0,-4.101757452725338
700.0,2.6,1.0,500.0,-4.217061130023373
700.0,2.6,1.5,0.0,-6.130563890937992
700.0,2.6,1.5,100.0,-5.678319354268842
700.0,2.6,1.5,200.0,-4.228551201655256
700.0,2.6,1.5,300.0,-4.101043639590926
700.0,2.6,1.5,400.0,-4.056486431034605
700.0,2.6,1.5,500.0,-4.184324263023157
700.0,2.6,2.0,0.0,-6.061705715733236
700.0,2.6,2.0,100.0,-5.663380554381591
700.0,2.6,2.0,200.0,-4.178607620901047
700.0,2.6,2.0,300.0,-4.068676260081254
700.0,2.6,2.0,400.0,-4.048822337957152
700.0,2.6,2.0,500.0,-4.186050855144706
700.0,2.6,2.5,0.0,-6.0321216388675305
700.0,2.6,2.5,100.0,-5.635412500096064
700.0,2.6,2.5,200.0,-4.170943527823595
700.0,2.6,2.5,300.0,-4.071122499794351
700.0,2.6,2.5,400.0,-4.079719518123648
700.0,2.6,2.5,500.0,-4.195126545096411
700.0,2.6,3.0,0.0,-6.0302093325962165
700.0,2.6,3.0,100.0,-5.639586117920781
700.0,2.6,3.0,200.0,-4.203392301012519
700.0,2.6,3.0,300.0,-4.0740501969484795
700.0,2.6,3.0,400.0,-3.895974373128703
700.0,2.6,3.0,500.0,-4.039044685634125
700.0,2.6,3.5,0.0,-6.071579300794078
700.0,2.6,3.5,100.0,-5.652672897382041
700.0,2.6,3.5,200.0,-3.9727455054330454
700.0,2.6,3.5,300.0,-3.872948276281626
700.0,2.6,3.5,400.0,-3.889100624677369
700.0,2.6,3.5,500.0,-4.044769780383836
700.0,2.6,4.0,0.0,-5.778217177298235
700.0,2.6,4.0,100.0,-5.3089918773535025
700.0,2.6,4.0,200.0,-3.9702713463991524
700.0,2.6,4.0,300.0,-3.8801219158779516
700.0,2.6,4.0,400.0,-3.8996428660213
700.0,2.6,4.0,500.0,-4.113785010084845
700.0,2.6,4.5,0.0,-5.706326736438662
700.0,2.6,4.5,100.0,-5.315896259114141
700.0,2.6,4.5,200.0,-3.98200340163135
700.0,2.6,4.5,300.0,-3.995670452332037
700.0,2.6,4.5,400.0,-4.021404362361293
700.0,2.6,4.5,500.0,-4.147432366537924
700.0,2.9000000000000004,0.0,0.0,-6.620012042228
700.0,2.9000000000000004,0.0,100.0,-6.597433243826917
700.0,2.9000000000000004,0.0,200.0,-4.770210312125287
700.0,2.9000000000000004,0.0,300.0,-4.754256593368693
700.0,2.9000000000000004,0.0,400.0,-4.62509946055977
700.0,2.9000000000000004,0.0,500.0,-4.38672742215628
700.0,2.9000000000000004,0.5,0.0,-6.276053038642978
700.0,2.9000000000000004,0.5,100.0,-6.276053038642978
700.0,2.9000000000000004,0.5,200.0,-4.741153376526559
700.0,2.9000000000000004,0.5,300.0,-4.371698074998894
700.0,2.9000000000000004,0.5,400.0,-4.1623835028364224
700.0,2.9000000000000004,0.5,500.0,-4.1539147139729184
700.0,2.9000000000000004,1.0,0.0,-6.268829792884518
700.0,2.9000000000000004,1.0,100.0,-6.130563890937992
700.0,2.9000000000000004,1.0,200.0,-4.304225491646044
700.0,2.9000000000000004,1.0,300.0,-4.121444430960719
700.0,2.9000000000000004,1.0,400.0,-4.07640371809687
700.0,2.9000000000000004,1.0,500.0,-4.11399376686614
700.0,2.9000000000000004,1.5,0.0,-6.065976609637978
700.0,2.9000000000000004,1.5,100.0,-6.061705715733236
700.0,2.9000000000000004,1.5,200.0,-4.227546682914793
700.0,2.9000000000000004,1.5,300.0,-4.081495840019207
700.0,2.9000000000000004,1.5,400.0,-4.043666851096653
700.0,2.9000000000000004,1.5,500.0,-4.154445964018363
700.0,2.9000000000000004,2.0,0.0,-6.053631570420772
700.0,2.9000000000000004,2.0,100.0,-6.0321216388675305
700.0,2.9000000000000004,2.0,200.0,-4.197636224119506
700.0,2.9000000000000004,2.0,300.0,-4.073831746941755
700.0,2.9000000000000004,2.0,400.0,-4.044561497787319
700.0,2.9000000000000004,2.0,500.0,-4.209737528765049
700.0,2.9000000000000004,2.5,0.0,-6.030276808664365
700.0,2.9000000000000004,2.5,100.0,-6.0302093325962165
700.0,2.9000000000000004,2.5,200.0,-4.200752042865785
700.0,2.9000000000000004,2.5,300.0,-4.10628052013068
700.0,2.9000000000000004,2.5,400.0,-4.052068547846538
700.0,2.9000000000000004,2.5,500.0,-4.046196105520356
700.0,2.9000000000000004,3.0,0.0,-6.035396213801467
700.0,2.9000000000000004,3.0,100.0,-6.071579300794078
700.0,2.9000000000000004,3.0,200.0,-4.203959805018809
700.0,2.9000000000000004,3.0,300.0,-3.8747720566602486
700.0,2.9000000000000004,3.0,400.0,-3.8888229532424714
700.0,2.9000000000000004,3.0,500.0,-4.039322357069022
700.0,2.9000000000000004,3.5,0.0,-6.049730085032303
700.0,2.9000000000000004,3.5,100.0,-5.317254214723427
700.0,2.9000000000000004,3.5,200.0,-4.0031507008422755
700.0,2.9000000000000004,3.5,300.0,-3.8722978976263556
700.0,2.9000000000000004,3.5,400.0,-3.895015365019707
700.0,2.9000000000000004,3.5,500.0,-4.0481246969641935
700.0,2.9000000000000004,4.0,0.0,-5.706049065003763
700.0,2.9000000000000004,4.0,100.0,-5.309269548788399
700.0,2.9000000000000004,4.0,200.0,-4.010055082602912
700.0,2.9000000000000004,4.0,300.0,-3.884029952858554
700.0,2.9000000000000004,4.0,400.0,-3.9814877399642876
700.0,2.9000000000000004,4.0,500.0,-4.147076466327474
700.0,2.9000000000000004,4.5,0.0,-5.707671374656058
700.0,2.9000000000000004,4.5,100.0,-5.321001604020599
700.0,2.9000000000000004,4.5,200.0,-4.104609025951507
700.0,2.9000000000000004,4.5,300.0,-4.042583925351416
700.0,2.9000000000000004,4.5,400.0,-4.0217602625717435
700.0,2.9000000000000004,4.5,500.0,-4.153774120218545
700.0,3.2,0.0,0.0,-6.597433243826917
700.0,3.2,0.0,100.0,-6.276053038642978
700.0,3.2,0.0,200.0,-4.902741124812053
700.0,3.2,0.0,300.0,-4.727937342779567
700.0,3.2,0.0,400.0,-4.261035088109557
700.0,3.2,0.0,500.0,-4.165590838851474
700.0,3.2,0.5,0.0,-6.276053038642978
700.0,3.2,0.5,100.0,-6.268829792884518
700.0,3.2,0.5,200.0,-4.609239736321306
700.0,3.2,0.5,300.0,-4.289710836214172
700.0,3.2,0.5,400.0,-4.064005859965054
700.0,3.2,0.5,500.0,-4.09126255222346
700.0,3.2,1.0,0.0,-6.130563890937992
700.0,3.2,1.0,100.0,-6.065976609637978
700.0,3.2,1.0,200.0,-4.366009392179169
700.0,3.2,1.0,300.0,-4.213032027482922
700.0,3.2,1.0,400.0,-4.049146876397658
700.0,3.2,1.0,500.0,-4.058525685223243
700.0,3.2,1.5,0.0,-6.059213410809682
700.0,3.2,1.5,100.0,-6.053631570420772
700.0,3.2,1.5,200.0,-4.321618646895213
700.0,3.2,1.5,300.0,-4.1831215686876355
700.0,3.2,1.5,400.0,-4.048822337957152
700.0,3.2,1.5,500.0,-4.102900779049737
700.0,3.2,2.0,0.0,-6.0409578048229955
700.0,3.2,2.0,100.0,-6.030276808664365
700.0,3.2,2.0,200.0,-4.3139545538177595
700.0,3.2,2.0,300.0,-4.185567808400732
700.0,3.2,2.0,400.0,-4.079719518123648
700.0,3.2,2.0,500.0,-4.111976469001442
700.0,3.2,2.5,0.0,-6.0302093325962165
700.0,3.2,2.5,100.0,-6.035396213801467
700.0,3.2,2.5,200.0,-4.347072906039867
700.0,3.2,2.5,300.0,-4.186037885544152
700.0,3.2,2.5,400.0,-3.895974373128703
700.0,3.2,2.5,500.0,-3.955121765296493
700.0,3.2,3.0,0.0,-6.071579300794078
700.0,3.2,3.0,100.0,-6.049730085032303
700.0,3.2,3.0,200.0,-4.021849937787076
700.0,3.2,3.0,300.0,-3.987327202688795
700.0,3.2,3.0,400.0,-3.889100624677369
700.0,3.2,3.0,500.0,-3.9608468600462055
700.0,3.2,3.5,0.0,-5.778217177298235
700.0,3.2,3.5,100.0,-5.706049065003763
700.0,3.2,3.5,200.0,-4.003428372277172
700.0,3.2,3.5,300.0,-3.994231584449433
700.0,3.2,3.5,400.0,-3.898370281600064
700.0,3.2,3.5,500.0,-4.043067025061387
700.0,3.2,4.0,0.0,-5.706326736438662
700.0,3.2,4.0,100.0,-5.707671374656058
700.0,3.2,4.0,200.0,-4.015160427509371
700.0,3.2,4.0,300.0,-3.9944731444061814
700.0,3.2,4.0,400.0,-4.021404362361293
700.0,3.2,4.0,500.0,-4.080529939726064
700.0,3.2,4.5,0.0,-5.71805879167086
700.0,3.2,4.5,100.0,-5.79369421772561
700.0,3.2,4.5,200.0,-4.172785658559254
700.0,3.2,4.5,300.0,-4.042852336797598
700.0,3.2,4.5,400.0,-4.029334742602286
700.0,3.2,4.5,500.0,-4.164835746314103
700.0,3.5,0.0,0.0,-6.543325161611512
700.0,3.5,0.0,100.0,-6.276053038642978
700.0,3.5,0.0,200.0,-4.873684189213325
700.0,3.5,0.0,300.0,-4.484052977617031
700.0,3.5,0.0,400.0,-4.043297707396675
700.0,3.5,0.0,500.0,-4.111266212267973
700.0,3.5,0.5,0.0,-6.274438740006832
700.0,3.5,0.5,100.0,-6.130563890937992
700.0,3.5,0.5,200.0,-4.418728057173758
700.0,3.5,0.5,300.0,-4.233432818852714
700.0,3.5,0.5,400.0,-3.955714774470271
700.0,3.5,0.5,500.0,-4.071345265161196
700.0,3.5,1.0,0.0,-6.065976609637978
700.0,3.5,1.0,100.0,-6.059213410809682
700.0,3.5,1.0,200.0,-4.343128578448453
700.0,3.5,1.0,300.0,-4.195941148625588
700.0,3.5,1.0,400.0,-3.923347394960598
700.0,3.5,1.0,500.0,-4.063681172083742
700.0,3.5,1.5,0.0,-6.053631570420772
700.0,3.5,1.5,100.0,-6.0409578048229955
700.0,3.5,1.5,200.0,-4.317640546523848
700.0,3.5,1.5,300.0,-4.188277055548135
700.0,3.5,1.5,400.0,-3.91445717466423
700.0,3.5,1.5,500.0,-4.095410297681121
700.0,3.5,2.0,0.0,-6.030276808664365
700.0,3.5,2.0,100.0,-6.0302093325962165
700.0,3.5,2.0,200.0,-4.311914885703538
700.0,3.5,2.0,300.0,-4.220725828737061
700.0,3.5,2.0,400.0,-3.9326434122324185
700.0,3.5,2.0,500.0,-3.9196246834777795
700.0,3.5,2.5,0.0,-6.035396213801467
700.0,3.5,2.5,100.0,-6.071579300794078
700.0,3.5,2.5,200.0,-4.315122647856563
700.0,3.5,2.5,300.0,-3.9900790331575857
700.0,3.5,2.5,400.0,-3.7768140551261267
700.0,3.5,2.5,500.0,-3.9127509350264456
700.0,3.5,3.0,0.0,-6.049730085032303
700.0,3.5,3.0,100.0,-5.778217177298235
700.0,3.5,3.0,200.0,-4.019098107318285
700.0,3.5,3.0,300.0,-3.9876048741236927
700.0,3.5,3.0,400.0,-3.784690269556621
700.0,3.5,3.0,500.0,-3.9215532749216173
700.0,3.5,3.5,0.0,-5.706049065003763
700.0,3.5,3.5,100.0,-5.706326736438662
700.0,3.5,3.5,200.0,-4.020720416970579
700.0,3.5,3.5,300.0,-3.9993369293558914
700.0,3.5,3.5,400.0,-3.9412240943130508
700.0,3.5,3.5,500.0,-4.043282588855659
700.0,3.5,4.0,0.0,-5.707671374656058
700.0,3.5,4.0,100.0,-5.71805879167086
700.0,3.5,4.0,200.0,-4.140622284090028
700.0,3.5,4.0,300.0,-4.156962160405773
700.0,3.5,4.0,400.0,-4.0144207079347956
700.0,3.5,4.0,500.0,-4.051212969096652
700.0,3.5,4.5,0.0,-5.72755524892246
700.0,3.5,4.5,100.0,-5.820396112791201
700.0,3.5,4.5,200.0,-4.189001476481446
700.0,3.5,4.5,300.0,-4.164805051882497
700.0,3.5,4.5,400.0,-4.1145408209963135
700.0,3.5,4.5,500.0,-4.278514044710865
700.0,3.8000000000000007,0.0,0.0,-6.276053038642978
700.0,3.8000000000000007,0.0,100.0,-6.274438740006832
700.0,3.8000000000000007,0.0,200.0,-4.679715916315351
700.0,3.8000000000000007,0.0,300.0,-4.272377308489631
700.0,3.8000000000000007,0.0,400.0,-3.991626781633956
700.0,3.8000000000000007,0.0,500.0,-4.087028955515058
700.0,3.8000000000000007,0.5,0.0,-6.130563890937992
700.0,3.8000000000000007,0.5,100.0,-6.065976609637978
700.0,3.8000000000000007,0.5,200.0,-4.433993267249663
700.0,3.8000000000000007,0.5,300.0,-4.193218477397458
700.0,3.8000000000000007,0.5,400.0,-3.9471275489080733
700.0,3.8000000000000007,0.5,500.0,-4.0576054517957765
700.0,3.8000000000000007,1.0,0.0,-6.059213410809682
700.0,3.8000000000000007,1.0,100.0,-6.053631570420772
700.0,3.8000000000000007,1.0,200.0,-4.400930992844724
700.0,3.8000000000000007,1.0,300.0,-4.174629520529685
700.0,3.8000000000000007,1.0,400.0,-3.928502881821098
700.0,3.8000000000000007,1.0,500.0,-4.060252277344793
700.0,3.8000000000000007,1.5,0.0,-6.0409578048229955
700.0,3.8000000000000007,1.5,100.0,-6.030276808664365
700.0,3.8000000000000007,1.5,200.0,-4.384430733811807
700.0,3.8000000000000007,1.5,300.0,-4.185567808400732
700.0,3.8000000000000007,1.5,400.0,-3.959400061987593
700.0,3.8000000000000007,1.5,500.0,-4.069327967296497
700.0,3.8000000000000007,2.0,0.0,-6.0302093325962165
700.0,3.8000000000000007,2.0,100.0,-6.035396213801467
700.0,3.8000000000000007,2.0,200.0,-4.418574152690194
700.0,3.8000000000000007,2.0,300.0,-4.188775570553755
700.0,3.8000000000000007,2.0,400.0,-3.7678554500645167
700.0,3.8000000000000007,2.0,500.0,-3.912473263591548
700.0,3.8000000000000007,2.5,0.0,-6.071579300794078
700.0,3.8000000000000007,2.5,100.0,-6.049730085032303
700.0,3.8000000000000007,2.5,200.0,-4.0749266924894245
700.0,3.8000000000000007,2.5,300.0,-3.987327202688795
700.0,3.8000000000000007,2.5,400.0,-3.7605735555895166
700.0,3.8000000000000007,2.5,500.0,-3.918198358341261
700.0,3.8000000000000007,3.0,0.0,-5.778217177298235
700.0,3.8000000000000007,3.0,100.0,-5.706049065003763
700.0,3.8000000000000007,3.0,200.0,-4.019375778753183
700.0,3.8000000000000007,3.0,300.0,-3.9889495123410885
700.0,3.8000000000000007,3.0,400.0,-3.7723056108217143
700.0,3.8000000000000007,3.0,500.0,-4.004396376686288
700.0,3.8000000000000007,3.5,0.0,-5.706049065003763
700.0,3.8000000000000007,3.5,100.0,-5.707671374656058
700.0,3.8000000000000007,3.5,200.0,-4.031107833985382
700.0,3.8000000000000007,3.5,300.0,-4.108851379460537
700.0,3.8000000000000007,3.5,400.0,-3.893102285329375
700.0,3.8000000000000007,3.5,500.0,-4.043638489066109
700.0,3.8000000000000007,4.0,0.0,-5.71805879167086
700.0,3.8000000000000007,4.0,100.0,-5.72755524892246
700.0,3.8000000000000007,4.0,200.0,-4.188733065035265
700.0,3.8000000000000007,4.0,300.0,-4.157230571851954
700.0,3.8000000000000007,4.0,400.0,-3.9009451768060988
700.0,3.8000000000000007,4.0,500.0,-4.131882732526834
700.0,3.8000000000000007,4.5,0.0,-5.820396112791201
700.0,3.8000000000000007,4.5,100.0,-5.820664524237382
700.0,3.8000000000000007,4.5,200.0,-4.196575956511989
700.0,3.8000000000000007,4.5,300.0,-4.268852827854399
700.0,3.8000000000000007,4.5,400.0,-4.147849514515324
700.0,3.8000000000000007,4.5,500.0,-4.264587410496102
700.0,4.1000000000000005,0.0,0.0,-6.274438740006832
700.0,4.1000000000000005,0.0,100.0,-6.130563890937992
700.0,4.1000000000000005,0.0,200.0,-4.751033403857518
700.0,4.1000000000000005,0.0,300.0,-4.21360698620462
700.0,4.1000000000000005,0.0,400.0,-3.972670987311232
700.0,4.1000000000000005,0.0,500.0,-4.067111668452795
700.0,4.1000000000000005,0.5,0.0,-6.065976609637978
700.0,4.1000000000000005,0.5,100.0,-6.059213410809682
700.0,4.1000000000000005,0.5,200.0,-4.679425530255763
700.0,4.1000000000000005,0.5,300.0,-4.183935595411884
700.0,4.1000000000000005,0.5,400.0,-3.951625109729071
700.0,4.1000000000000005,0.5,500.0,-4.059447575375341
700.0,4.1000000000000005,1.0,0.0,-6.053631570420772
700.0,4.1000000000000005,1.0,100.0,-6.0409578048229955
700.0,4.1000000000000005,1.0,200.0,-4.6539374983311586
700.0,4.1000000000000005,1.0,300.0,-4.170943527823595
700.0,4.1000000000000005,1.0,400.0,-3.939055549771258
700.0,4.1000000000000005,1.0,500.0,-4.09117670097272
700.0,4.1000000000000005,1.5,0.0,-6.030276808664365
700.0,4.1000000000000005,1.5,100.0,-6.0302093325962165
700.0,4.1000000000000005,1.5,200.0,-4.646660339296531
700.0,4.1000000000000005,1.5,300.0,-4.203392301012519
700.0,4.1000000000000005,1.5,400.0,-3.9410551968352174
700.0,4.1000000000000005,1.5,500.0,-3.915391086769378
700.0,4.1000000000000005,2.0,0.0,-6.035396213801467
700.0,4.1000000000000005,2.0,100.0,-6.071579300794078
700.0,4.1000000000000005,2.0,200.0,-4.6508931681058385
700.0,4.1000000000000005,2.0,300.0,-4.003814677096962
700.0,4.1000000000000005,2.0,400.0,-3.7641488182650904
700.0,4.1000000000000005,2.0,500.0,-3.908517338318044
700.0,4.1000000000000005,2.5,0.0,-6.050885514389674
700.0,4.1000000000000005,2.5,100.0,-5.778217177298235
700.0,4.1000000000000005,2.5,200.0,-4.085414899988608
700.0,4.1000000000000005,2.5,300.0,-3.9702713463991524
700.0,4.1000000000000005,2.5,400.0,-3.761918193806912
700.0,4.1000000000000005,2.5,500.0,-3.917319678213216
700.0,4.1000000000000005,3.0,0.0,-5.706049065003763
700.0,4.1000000000000005,3.0,100.0,-5.706049065003763
700.0,4.1000000000000005,3.0,200.0,-4.087037209640901
700.0,4.1000000000000005,3.0,300.0,-3.98200340163135
700.0,4.1000000000000005,3.0,400.0,-3.8531856629323697
700.0,4.1000000000000005,3.0,500.0,-4.040079402374892
700.0,4.1000000000000005,3.5,0.0,-5.707671374656058
700.0,4.1000000000000005,3.5,100.0,-5.71805879167086
700.0,4.1000000000000005,3.5,200.0,-4.203200263905924
700.0,4.1000000000000005,3.5,300.0,-4.139628632681233
700.0,4.1000000000000005,3.5,400.0,-3.893370696775556
700.0,4.1000000000000005,3.5,500.0,-4.048009782615885
700.0,4.1000000000000005,4.0,0.0,-5.72755524892246
700.0,4.1000000000000005,4.0,100.0,-5.820396112791201
700.0,4.1000000000000005,4.0,200.0,-4.255318269151768
700.0,4.1000000000000005,4.0,300.0,-4.1474715241579565
700.0,4.1000000000000005,4.0,400.0,-4.004992952777997
700.0,4.1000000000000005,4.0,500.0,-4.264587410496102
700.0,4.1000000000000005,4.5,0.0,-5.820664524237382
700.0,4.1000000000000005,4.5,100.0,-5.824311256035378
700.0,4.1000000000000005,4.5,200.0,-4.366940525154212
700.0,4.1000000000000005,4.5,300.0,-4.422231723490589
700.0,4.1000000000000005,4.5,400.0,-4.157457622112227
700.0,4.1000000000000005,4.5,500.0,-4.264587410496102
700.0,4.4,0.0,0.0,-6.130563890937992
700.0,4.4,0.0,100.0,-6.065976609637978
700.0,4.4,0.0,200.0,-4.737753672391645
700.0,4.4,0.0,300.0,-4.193218477397458
700.0,4.4,0.0,400.0,-4.034653652880703
700.0,4.4,0.0,500.0,-4.047922892019725
700.0,4.4,0.5,0.0,-6.059213410809682
700.0,4.4,0.5,100.0,-6.053631570420772
700.0,4.4,0.5,200.0,-4.666751764657987
700.0,4.4,0.5,300.0,-4.174629520529685
700.0,4.4,0.5,400.0,-4.0192046645780275
700.0,4.4,0.5,500.0,-4.039976059143802
700.0,4.4,1.0,0.0,-6.0409578048229955
700.0,4.4,1.0,100.0,-6.030276808664365
700.0,4.4,1.0,200.0,-4.652933255244154
700.0,4.4,1.0,300.0,-4.168234280676192
700.0,4.4,1.0,400.0,-4.051653437766952
700.0,4.4,1.0,500.0,-4.0474831092030215
700.0,4.4,1.5,0.0,-6.0302093325962165
700.0,4.4,1.5,100.0,-6.035396213801467
700.0,4.4,1.5,200.0,-4.688148662713341
700.0,4.4,1.5,300.0,-4.171442042829215
700.0,4.4,1.5,400.0,-3.8545984035604843
700.0,4.4,1.5,500.0,-3.8884966689443714
700.0,4.4,2.0,0.0,-6.071579300794078
700.0,4.4,2.0,100.0,-6.049730085032303
700.0,4.4,2.0,200.0,-4.405512758758696
700.0,4.4,2.0,300.0,-3.969993674964255
700.0,4.4,2.0,400.0,-3.81385609961007
700.0,4.4,2.0,500.0,-3.9077717143336934
700.0,4.4,2.5,0.0,-5.778217177298235
700.0,4.4,2.5,100.0,-5.706049065003763
700.0,4.4,2.5,200.0,-4.349684173587557
